source_id,relation,target_id,weight,split
PRE_02552,CONTAINS,HER_01923,2,train
PRE_02552,CONTAINS,HER_01933,2,test
PRE_02552,CONTAINS,HER_01871,2,train
PRE_02552,CONTAINS,HER_01856,2,train
PRE_02552,CONTAINS,HER_01904,2,train
PRE_02488,CONTAINS,HER_01904,2,train
HER_01904,HAS_EFFECT,EFF_01259,2,test
HER_01961,HAS_EFFECT,EFF_01259,2,train
HER_01892,HAS_EFFECT,EFF_01253,9,train
HER_02016,HAS_EFFECT,EFF_01253,2,train
HER_02034,HAS_EFFECT,EFF_01253,2,train
PRE_02508,CONTAINS,HER_02040,3,test
HER_02040,HAS_EFFECT,EFF_01286,2,train
PRE_02510,CONTAINS,HER_01914,2,train
PRE_02498,CONTAINS,HER_02040,2,train
PRE_02498,CONTAINS,HER_01914,2,train
PRE_02498,CONTAINS,HER_01937,2,test
PRE_02493,CONTAINS,HER_02065,2,valid
HER_02065,HAS_EFFECT,EFF_01258,2,train
HER_02040,HAS_EFFECT,EFF_01258,2,train
PRE_02543,CONTAINS,HER_01961,2,train
PRE_02543,CONTAINS,HER_01892,2,train
PRE_02497,CONTAINS,HER_01896,2,train
PRE_02497,CONTAINS,HER_01889,7,train
PRE_02497,CONTAINS,HER_01865,4,train
PRE_02497,CONTAINS,HER_01872,8,train
PRE_02497,CONTAINS,HER_01861,8,train
PRE_02497,CONTAINS,HER_01904,5,test
PRE_02497,CONTAINS,HER_01858,8,train
PRE_02497,CONTAINS,HER_01886,2,train
PRE_02497,CONTAINS,HER_01992,2,train
PRE_02497,CONTAINS,HER_01892,3,train
HER_01865,HAS_EFFECT,EFF_01389,2,train
HER_01904,HAS_EFFECT,EFF_01389,2,train
HER_01961,HAS_EFFECT,EFF_01263,2,train
HER_01892,HAS_EFFECT,EFF_01263,3,test
PRE_02505,CONTAINS,HER_01866,2,train
PRE_02540,CONTAINS,HER_01862,2,test
PRE_02497,CONTAINS,HER_01999,4,train
PRE_02497,CONTAINS,HER_01926,5,train
PRE_02497,CONTAINS,HER_01885,3,train
PRE_02497,CONTAINS,HER_02137,4,train
PRE_02497,CONTAINS,HER_01933,4,train
PRE_02497,CONTAINS,HER_01871,4,train
PRE_02498,CONTAINS,HER_02137,4,train
PRE_02498,CONTAINS,HER_01872,5,test
PRE_02498,CONTAINS,HER_01861,4,train
PRE_02498,CONTAINS,HER_01858,5,train
PRE_02498,CONTAINS,HER_01992,2,train
PRE_02498,CONTAINS,HER_01892,2,valid
PRE_02493,CONTAINS,HER_01872,2,train
HER_02137,HAS_EFFECT,EFF_01253,2,test
HER_02137,HAS_EFFECT,EFF_01258,2,valid
HER_01872,HAS_EFFECT,EFF_01319,2,train
PRE_02497,CONTAINS,HER_02061,2,train
PRE_02497,CONTAINS,HER_01966,3,train
PRE_02498,CONTAINS,HER_02061,2,train
PRE_02498,CONTAINS,HER_01966,3,train
PRE_02547,CONTAINS,HER_01999,2,train
PRE_02547,CONTAINS,HER_01889,2,train
PRE_02547,CONTAINS,HER_01855,4,train
PRE_02547,CONTAINS,HER_01902,2,train
PRE_02547,CONTAINS,HER_01904,2,train
PRE_02547,CONTAINS,HER_01906,2,train
PRE_02805,CONTAINS,HER_01902,2,train
PRE_02805,CONTAINS,HER_01873,2,train
PRE_02485,CONTAINS,HER_01863,2,train
PRE_02485,CONTAINS,HER_01920,2,train
PRE_02483,CONTAINS,HER_01859,3,train
PRE_02482,CONTAINS,HER_01945,2,valid
PRE_02482,CONTAINS,HER_01892,3,train
HER_01891,HAS_EFFECT,EFF_01273,2,valid
HER_01897,HAS_EFFECT,EFF_01273,2,train
HER_01877,HAS_EFFECT,EFF_01273,3,valid
HER_01866,HAS_EFFECT,EFF_01273,3,train
HER_01859,HAS_EFFECT,EFF_01273,2,train
HER_01855,HAS_EFFECT,EFF_01273,4,train
HER_01864,HAS_EFFECT,EFF_01273,4,train
PRE_02485,CONTAINS,HER_01945,2,train
HER_01885,HAS_EFFECT,EFF_01279,4,train
HER_01945,HAS_EFFECT,EFF_01279,3,train
HER_01945,HAS_EFFECT,EFF_01253,3,train
HER_01915,HAS_EFFECT,EFF_01273,2,train
HER_02094,HAS_EFFECT,EFF_01273,2,train
HER_01945,HAS_EFFECT,EFF_01272,3,train
HER_01874,HAS_EFFECT,EFF_01273,2,train
HER_01865,HAS_EFFECT,EFF_01281,2,train
HER_01860,HAS_EFFECT,EFF_01281,3,train
HER_01858,HAS_EFFECT,EFF_01281,4,train
HER_02063,HAS_EFFECT,EFF_01259,2,test
PRE_02499,CONTAINS,HER_01934,3,train
PRE_02530,CONTAINS,HER_01889,3,train
PRE_02530,CONTAINS,HER_01881,3,train
PRE_02628,CONTAINS,HER_01889,3,train
PRE_02628,CONTAINS,HER_01881,3,valid
PRE_02555,CONTAINS,HER_02020,3,train
PRE_02555,CONTAINS,HER_02077,5,train
PRE_02555,CONTAINS,HER_01890,5,test
PRE_02555,TREATS,SYM_03921,3,train
HER_02020,RELIEVES,SYM_03921,3,train
HER_02077,RELIEVES,SYM_03921,3,valid
HER_01890,RELIEVES,SYM_03921,3,train
HER_02020,HAS_EFFECT,EFF_01253,2,train
PRE_02653,CONTAINS,HER_01856,2,train
PRE_02512,CONTAINS,HER_01856,2,train
PRE_02512,CONTAINS,HER_01855,2,train
PRE_02613,CONTAINS,HER_01888,4,train
PRE_02613,CONTAINS,HER_01902,2,train
PRE_02613,CONTAINS,HER_01856,2,train
PRE_02613,CONTAINS,HER_02058,2,train
PRE_02613,CONTAINS,HER_01886,3,train
HER_02058,HAS_EFFECT,EFF_01253,2,train
HER_01859,HAS_EFFECT,EFF_01319,2,test
HER_01855,HAS_EFFECT,EFF_01281,2,test
PRE_02479,CONTAINS,HER_01860,2,train
PRE_02494,CONTAINS,HER_01866,2,test
HER_02109,HAS_EFFECT,EFF_01267,2,train
PRE_02480,CONTAINS,HER_02010,2,train
PRE_02483,CONTAINS,HER_01923,2,train
PRE_02487,CONTAINS,HER_01854,3,train
HER_01901,HAS_EFFECT,EFF_01267,2,train
HER_01969,HAS_EFFECT,EFF_01265,2,train
PRE_02547,CONTAINS,HER_01857,2,test
PRE_02653,CONTAINS,HER_01900,2,train
HER_01856,HAS_EFFECT,EFF_01385,2,train
HER_01871,RELIEVES,SYM_03542,2,train
HER_02035,RELIEVES,SYM_03542,3,train
HER_02005,RELIEVES,SYM_03542,2,train
HER_02051,HAS_EFFECT,EFF_01253,4,train
HER_02071,HAS_EFFECT,EFF_01253,5,train
HER_02055,HAS_EFFECT,EFF_01253,6,train
HER_02071,RELIEVES,SYM_03407,2,train
HER_01865,RELIEVES,SYM_03477,3,train
HER_01859,RELIEVES,SYM_03407,2,train
HER_01993,RELIEVES,SYM_03407,3,train
HER_02015,RELIEVES,SYM_03477,2,test
HER_02171,HAS_EFFECT,EFF_01273,2,train
HER_01854,HAS_EFFECT,EFF_01343,2,train
HER_01871,HAS_EFFECT,EFF_01343,3,train
HER_01856,HAS_EFFECT,EFF_01343,2,train
HER_02161,HAS_EFFECT,EFF_01376,2,train
HER_02161,HAS_EFFECT,EFF_01256,2,train
HER_01907,HAS_EFFECT,EFF_01376,2,train
HER_01888,HAS_EFFECT,EFF_01376,2,test
HER_01885,HAS_EFFECT,EFF_01376,2,train
HER_01855,HAS_EFFECT,EFF_01376,2,train
HER_01884,HAS_EFFECT,EFF_01376,2,train
HER_01902,HAS_EFFECT,EFF_01376,2,train
HER_01873,HAS_EFFECT,EFF_01376,2,train
HER_01919,HAS_EFFECT,EFF_01376,2,train
HER_02061,HAS_EFFECT,EFF_01256,3,train
PRE_02483,CONTAINS,HER_01873,2,train
PRE_02483,CONTAINS,HER_01878,2,train
PRE_02613,CONTAINS,HER_01855,2,train
PRE_02535,CONTAINS,HER_01984,2,train
PRE_02483,CONTAINS,HER_01984,3,train
PRE_02543,CONTAINS,HER_01999,2,test
PRE_02543,CONTAINS,HER_01885,2,train
PRE_02543,CONTAINS,HER_01871,2,train
PRE_02487,CONTAINS,HER_01885,2,train
PRE_02487,CONTAINS,HER_01924,2,train
PRE_02487,CONTAINS,HER_01878,2,test
HER_01904,HAS_EFFECT,EFF_01300,2,test
HER_01858,HAS_EFFECT,EFF_01300,3,train
HER_01872,HAS_EFFECT,EFF_01300,3,train
HER_01892,HAS_EFFECT,EFF_01300,2,train
HER_01881,HAS_EFFECT,EFF_01300,4,train
PRE_02497,CONTAINS,HER_01924,2,train
PRE_02497,CONTAINS,HER_01900,3,train
HER_01995,HAS_EFFECT,EFF_01258,3,train
HER_02005,HAS_EFFECT,EFF_01258,2,valid
HER_01857,HAS_EFFECT,EFF_01332,2,train
HER_01863,HAS_EFFECT,EFF_01332,3,train
HER_01862,HAS_EFFECT,EFF_01332,2,train
HER_01854,HAS_EFFECT,EFF_01332,3,train
HER_01922,HAS_EFFECT,EFF_01332,2,valid
HER_01856,HAS_EFFECT,EFF_01332,2,valid
HER_01907,HAS_EFFECT,EFF_01332,2,train
HER_01980,HAS_EFFECT,EFF_01256,3,valid
PRE_02640,CONTAINS,HER_01928,2,train
PRE_02640,CONTAINS,HER_01896,2,valid
PRE_02640,CONTAINS,HER_01948,2,train
PRE_02640,CONTAINS,HER_01860,2,train
PRE_02640,CONTAINS,HER_01867,2,test
PRE_02640,CONTAINS,HER_01892,2,train
HER_01860,HAS_EFFECT,EFF_01271,3,valid
HER_01867,HAS_EFFECT,EFF_01261,2,train
HER_01892,HAS_EFFECT,EFF_01261,6,train
HER_01889,HAS_EFFECT,EFF_01261,3,train
HER_01858,HAS_EFFECT,EFF_01261,3,train
HER_01863,HAS_EFFECT,EFF_01264,3,test
HER_01984,HAS_EFFECT,EFF_01264,2,train
PRE_02988,CONTAINS,HER_01987,2,valid
PRE_02988,CONTAINS,HER_01854,2,train
PRE_02988,CONTAINS,HER_01855,2,train
PRE_02988,CONTAINS,HER_01874,2,train
PRE_02988,CONTAINS,HER_01905,2,test
PRE_02988,CONTAINS,HER_01864,2,train
PRE_02658,CONTAINS,HER_01938,2,train
PRE_02658,CONTAINS,HER_01984,2,train
PRE_02658,CONTAINS,HER_01983,2,train
PRE_02658,CONTAINS,HER_01884,2,train
PRE_02658,CONTAINS,HER_01855,2,train
PRE_02658,CONTAINS,HER_01856,2,valid
PRE_02658,CONTAINS,HER_01925,2,train
HER_02038,HAS_EFFECT,EFF_01256,2,train
HER_01866,HAS_EFFECT,EFF_01361,2,train
HER_01855,HAS_EFFECT,EFF_01361,2,train
HER_01860,HAS_EFFECT,EFF_01361,2,test
HER_01856,HAS_EFFECT,EFF_01361,2,train
HER_02157,HAS_EFFECT,EFF_01256,2,train
HER_02021,HAS_EFFECT,EFF_01256,3,train
HER_01908,HAS_EFFECT,EFF_01256,2,train
PRE_02480,CONTAINS,HER_02113,2,train
PRE_02480,CONTAINS,HER_01925,2,train
PRE_02482,CONTAINS,HER_02021,3,test
HER_02108,HAS_EFFECT,EFF_01256,3,train
HER_01938,HAS_EFFECT,EFF_01309,3,train
HER_01984,HAS_EFFECT,EFF_01309,2,train
HER_01855,HAS_EFFECT,EFF_01309,2,train
HER_01884,HAS_EFFECT,EFF_01309,2,train
HER_01983,HAS_EFFECT,EFF_01309,2,train
HER_01925,HAS_EFFECT,EFF_01309,3,train
HER_01919,HAS_EFFECT,EFF_01309,2,train
HER_01856,HAS_EFFECT,EFF_01309,4,train
PRE_02658,CONTAINS,HER_01888,2,train
PRE_02616,CONTAINS,HER_01938,3,train
PRE_02616,CONTAINS,HER_01888,2,train
PRE_02616,CONTAINS,HER_01984,2,train
PRE_02616,CONTAINS,HER_02236,2,train
PRE_02616,CONTAINS,HER_01884,3,train
PRE_02616,CONTAINS,HER_02142,2,train
PRE_02616,CONTAINS,HER_01919,2,test
PRE_02616,CONTAINS,HER_01925,2,train
HER_01888,HAS_EFFECT,EFF_01309,2,train
HER_02236,HAS_EFFECT,EFF_01283,2,train
HER_01922,HAS_EFFECT,EFF_01260,4,train
PRE_02873,CONTAINS,HER_02069,2,train
PRE_02873,CONTAINS,HER_02003,2,train
HER_01928,HAS_EFFECT,EFF_01253,2,train
HER_01892,HAS_EFFECT,EFF_01287,2,train
PRE_02556,CONTAINS,HER_01907,2,train
HER_01854,HAS_EFFECT,EFF_01361,2,train
HER_01874,HAS_EFFECT,EFF_01292,2,train
HER_01905,HAS_EFFECT,EFF_01292,2,train
PRE_02500,CONTAINS,HER_01892,2,train
HER_01897,HAS_EFFECT,EFF_01343,2,train
HER_01877,HAS_EFFECT,EFF_01343,2,train
HER_01866,HAS_EFFECT,EFF_01343,2,train
HER_01907,HAS_EFFECT,EFF_01309,2,train
HER_02112,HAS_EFFECT,EFF_01256,2,train
PRE_02499,CONTAINS,HER_01856,2,train
PRE_02485,CONTAINS,HER_02000,2,train
PRE_02485,CONTAINS,HER_01910,2,train
PRE_02485,CONTAINS,HER_02043,2,train
PRE_02489,CONTAINS,HER_01882,2,train
PRE_02489,CONTAINS,HER_01914,2,valid
PRE_02479,CONTAINS,HER_01878,2,train
PRE_02479,CONTAINS,HER_01914,3,train
PRE_02491,CONTAINS,HER_01878,2,train
PRE_02491,CONTAINS,HER_01882,2,train
PRE_02491,CONTAINS,HER_01914,4,train
PRE_02491,CONTAINS,HER_01893,2,train
HER_01859,HAS_EFFECT,EFF_01260,3,train
HER_01918,HAS_EFFECT,EFF_01272,2,test
HER_01917,HAS_EFFECT,EFF_01272,2,train
HER_02008,HAS_EFFECT,EFF_01264,2,train
PRE_02483,CONTAINS,HER_02029,2,train
PRE_02483,CONTAINS,HER_01905,2,train
PRE_02488,CONTAINS,HER_01864,2,test
PRE_02481,CONTAINS,HER_01856,5,train
HER_02103,HAS_EFFECT,EFF_01257,2,train
HER_02103,HAS_EFFECT,EFF_01261,3,test
HER_01938,HAS_EFFECT,EFF_01261,2,test
HER_02068,HAS_EFFECT,EFF_01256,2,train
PRE_02619,CONTAINS,HER_01857,2,train
PRE_02619,CONTAINS,HER_01862,2,train
PRE_02619,CONTAINS,HER_01884,2,train
PRE_02619,CONTAINS,HER_01856,2,test
HER_02237,HAS_EFFECT,EFF_01264,2,train
HER_02237,HAS_EFFECT,EFF_01261,2,train
HER_02103,HAS_EFFECT,EFF_01264,2,valid
PRE_02488,CONTAINS,HER_01998,3,train
PRE_02672,CONTAINS,HER_01877,2,train
PRE_02672,CONTAINS,HER_01866,2,train
PRE_02672,CONTAINS,HER_01854,2,train
PRE_02672,CONTAINS,HER_01855,2,train
PRE_02672,CONTAINS,HER_01856,2,train
PRE_02672,CONTAINS,HER_01893,2,train
PRE_02672,CONTAINS,HER_02008,2,test
HER_01903,RELIEVES,SYM_03557,3,train
HER_01952,RELIEVES,SYM_03682,3,train
HER_01877,RELIEVES,SYM_03410,2,valid
HER_01863,RELIEVES,SYM_03557,4,train
HER_01862,RELIEVES,SYM_03557,5,train
HER_01862,RELIEVES,SYM_03682,2,train
HER_01854,RELIEVES,SYM_03557,5,train
HER_01855,RELIEVES,SYM_03557,5,train
HER_01912,RELIEVES,SYM_03557,2,train
HER_01867,RELIEVES,SYM_03557,2,train
PRE_02485,CONTAINS,HER_01917,4,train
PRE_02491,CONTAINS,HER_01917,2,train
PRE_02485,CONTAINS,HER_01858,2,train
PRE_02512,CONTAINS,HER_01907,2,test
PRE_02512,CONTAINS,HER_01884,2,train
PRE_02512,CONTAINS,HER_01919,2,train
PRE_02512,CONTAINS,HER_01925,2,train
PRE_02565,CONTAINS,HER_02120,2,train
PRE_02565,CONTAINS,HER_01898,2,train
PRE_02601,CONTAINS,HER_01892,3,train
PRE_02488,CONTAINS,HER_01863,4,train
HER_01857,HAS_EFFECT,EFF_01279,2,train
PRE_02547,CONTAINS,HER_01862,2,train
HER_01882,RELIEVES,SYM_03421,2,train
HER_02021,HAS_EFFECT,EFF_01255,2,train
PRE_02514,CONTAINS,HER_01961,2,test
HER_01892,HAS_EFFECT,EFF_01281,2,train
HER_01857,HAS_EFFECT,EFF_01396,2,train
HER_01950,HAS_EFFECT,EFF_01396,2,valid
HER_01979,HAS_EFFECT,EFF_01396,2,train
PRE_02485,CONTAINS,HER_01895,2,train
PRE_02483,CONTAINS,HER_01861,3,train
PRE_02483,CONTAINS,HER_02063,2,test
PRE_02483,CONTAINS,HER_01858,4,train
HER_01967,HAS_EFFECT,EFF_01258,3,train
PRE_02740,CONTAINS,HER_01857,2,train
PRE_02740,CONTAINS,HER_02025,2,train
PRE_02740,CONTAINS,HER_01884,2,train
PRE_02740,CONTAINS,HER_02087,2,train
HER_01884,HAS_EFFECT,EFF_01449,2,train
HER_01866,HAS_EFFECT,EFF_01304,2,valid
PRE_02481,CONTAINS,HER_01882,2,train
PRE_02481,CONTAINS,HER_01940,4,train
PRE_02481,CONTAINS,HER_01917,5,train
PRE_02489,CONTAINS,HER_01892,3,train
HER_01892,HAS_EFFECT,EFF_01256,3,train
PRE_02483,CONTAINS,HER_01867,3,train
PRE_02479,CONTAINS,HER_01940,2,train
PRE_02479,CONTAINS,HER_01917,3,train
PRE_02479,CONTAINS,HER_01874,3,train
PRE_02479,CONTAINS,HER_01858,2,train
PRE_02481,CONTAINS,HER_02004,2,train
PRE_02482,CONTAINS,HER_02004,2,train
PRE_02481,CONTAINS,HER_01894,3,train
PRE_02481,CONTAINS,HER_01998,2,train
HER_01857,RELIEVES,SYM_03407,2,train
HER_01918,RELIEVES,SYM_03407,2,valid
HER_01874,RELIEVES,SYM_03407,2,train
PRE_02488,CONTAINS,HER_02118,2,train
HER_02118,HAS_EFFECT,EFF_01260,2,valid
HER_02068,HAS_EFFECT,EFF_01347,2,valid
PRE_02495,CONTAINS,HER_01940,2,test
PRE_02491,CONTAINS,HER_01872,2,test
PRE_02491,CONTAINS,HER_01859,2,train
PRE_02701,CONTAINS,HER_01854,2,train
PRE_02701,CONTAINS,HER_01882,2,train
PRE_02701,CONTAINS,HER_02022,2,train
PRE_02701,CONTAINS,HER_01874,2,train
PRE_02701,CONTAINS,HER_01864,2,train
HER_01866,HAS_EFFECT,EFF_01395,2,train
HER_01854,HAS_EFFECT,EFF_01395,2,train
HER_01856,HAS_EFFECT,EFF_01395,2,train
CAU_00089,CAUSES,SYM_03408,2,train
CAU_00089,CAUSES,SYM_03557,2,test
CAU_00082,CAUSES,SYM_03408,2,train
PRE_02652,CONTAINS,HER_01885,2,train
PRE_02652,CONTAINS,HER_01871,2,train
PRE_02652,CONTAINS,HER_01869,2,train
PRE_02508,CONTAINS,HER_01926,2,train
PRE_02508,CONTAINS,HER_01933,2,train
HER_01926,HAS_EFFECT,EFF_01263,2,train
HER_01967,HAS_EFFECT,EFF_01314,2,train
HER_01933,HAS_EFFECT,EFF_01263,2,train
HER_01913,RELIEVES,SYM_03429,3,train
HER_01863,RELIEVES,SYM_03429,4,valid
HER_01865,RELIEVES,SYM_03614,2,train
HER_01881,RELIEVES,SYM_03614,2,train
HER_01904,RELIEVES,SYM_03614,2,train
HER_01869,RELIEVES,SYM_03614,2,valid
HER_01927,RELIEVES,SYM_03429,2,train
HER_01927,RELIEVES,SYM_03460,2,valid
PRE_02553,CONTAINS,HER_01854,2,train
PRE_02553,CONTAINS,HER_01946,2,train
HER_01857,HAS_EFFECT,EFF_01374,2,train
HER_01938,HAS_EFFECT,EFF_01374,2,train
HER_01863,HAS_EFFECT,EFF_01374,2,train
HER_01983,HAS_EFFECT,EFF_01374,2,train
HER_01907,HAS_EFFECT,EFF_01374,2,train
HER_01860,HAS_EFFECT,EFF_01374,2,train
HER_01856,HAS_EFFECT,EFF_01374,2,train
PRE_02483,CONTAINS,HER_02155,2,train
HER_01932,RELIEVES,SYM_03429,6,train
HER_01983,RELIEVES,SYM_03429,2,train
HER_01912,RELIEVES,SYM_03429,2,test
PRE_02511,CONTAINS,HER_01975,2,train
HER_02059,HAS_EFFECT,EFF_01274,2,test
HER_01935,HAS_EFFECT,EFF_01274,2,train
HER_02059,RELIEVES,SYM_03436,2,train
HER_01975,RELIEVES,SYM_03436,2,train
HER_01889,RELIEVES,SYM_03436,2,valid
PRE_02931,CONTAINS,HER_01872,2,valid
PRE_02931,CONTAINS,HER_02209,2,train
PRE_02931,CONTAINS,HER_01881,2,train
PRE_02931,CONTAINS,HER_01861,2,train
PRE_02931,CONTAINS,HER_01858,2,train
PRE_02931,CONTAINS,HER_01892,2,train
HER_01892,RELIEVES,SYM_03444,3,valid
PRE_02956,CONTAINS,HER_01976,2,train
PRE_02956,CONTAINS,HER_01914,2,test
PRE_02956,CONTAINS,HER_01890,2,train
PRE_02956,CONTAINS,HER_01865,2,train
PRE_02956,CONTAINS,HER_01995,2,train
PRE_02956,CONTAINS,HER_01902,2,train
PRE_02956,CONTAINS,HER_01858,2,train
PRE_02956,CONTAINS,HER_01906,2,valid
PRE_02480,TREATS,SYM_03436,2,train
HER_02020,RELIEVES,SYM_03436,2,train
HER_01961,RELIEVES,SYM_03436,2,train
HER_01872,HAS_EFFECT,EFF_01337,2,test
HER_01861,HAS_EFFECT,EFF_01337,2,train
HER_01961,HAS_EFFECT,EFF_01337,2,train
HER_01892,HAS_EFFECT,EFF_01337,2,train
HER_01953,RELIEVES,SYM_03410,3,test
HER_01961,RELIEVES,SYM_03410,2,train
HER_01892,RELIEVES,SYM_03410,2,train
CAU_00023,CAUSES,SYM_03635,2,test
PRE_02544,CONTAINS,HER_01939,2,train
PRE_02544,CONTAINS,HER_01885,4,train
PRE_02544,CONTAINS,HER_01975,2,train
PRE_02544,CONTAINS,HER_01892,3,train
PRE_02544,CONTAINS,HER_01937,2,train
PRE_02544,CONTAINS,HER_01960,3,train
PRE_02544,CONTAINS,HER_01881,5,train
PRE_02544,CONTAINS,HER_01961,2,valid
PRE_02544,TREATS,SYM_03635,2,test
HER_01885,RELIEVES,SYM_03635,2,train
HER_01904,RELIEVES,SYM_03635,2,train
HER_01904,RELIEVES,SYM_03464,2,test
HER_01904,RELIEVES,SYM_03583,2,train
HER_01858,RELIEVES,SYM_03635,2,train
HER_01858,RELIEVES,SYM_03464,2,train
HER_01890,RELIEVES,SYM_03635,2,valid
HER_01890,RELIEVES,SYM_03464,2,train
HER_01890,RELIEVES,SYM_03583,2,train
HER_01865,RELIEVES,SYM_03635,2,train
HER_01865,RELIEVES,SYM_03464,2,test
HER_01865,RELIEVES,SYM_03583,2,test
HER_01854,RELIEVES,SYM_03464,2,train
HER_01869,RELIEVES,SYM_03583,2,train
HER_01906,RELIEVES,SYM_03464,2,train
HER_01892,RELIEVES,SYM_03635,2,train
HER_01960,RELIEVES,SYM_03464,2,train
HER_01881,RELIEVES,SYM_03635,2,test
HER_01881,RELIEVES,SYM_03464,2,train
HER_01933,RELIEVES,SYM_03583,2,train
HER_01961,RELIEVES,SYM_03635,2,train
HER_01961,RELIEVES,SYM_03464,2,train
CAU_00024,CAUSES,SYM_03449,2,train
CAU_00012,CAUSES,SYM_03438,11,valid
PRE_02489,CONTAINS,HER_01889,2,train
PRE_02489,CONTAINS,HER_01912,2,train
PRE_02486,CONTAINS,HER_01857,2,valid
PRE_02489,TREATS,SYM_03606,2,train
HER_01912,HAS_EFFECT,EFF_01274,2,train
HER_01896,RELIEVES,SYM_03501,4,train
HER_01896,RELIEVES,SYM_03606,2,test
HER_01896,RELIEVES,SYM_03438,2,train
HER_01889,RELIEVES,SYM_03501,4,train
HER_01899,RELIEVES,SYM_03501,2,test
HER_01885,RELIEVES,SYM_03647,2,train
HER_01885,RELIEVES,SYM_03501,2,train
HER_01885,RELIEVES,SYM_03444,2,train
HER_01912,RELIEVES,SYM_03501,2,train
HER_01912,RELIEVES,SYM_03444,2,train
HER_02059,RELIEVES,SYM_03444,4,train
HER_01935,RELIEVES,SYM_03449,2,test
HER_01879,RELIEVES,SYM_03444,3,train
HER_01867,RELIEVES,SYM_03647,2,valid
PRE_02517,CONTAINS,HER_02067,2,train
HER_01890,HAS_EFFECT,EFF_01300,2,train
HER_01859,HAS_EFFECT,EFF_01300,2,train
HER_01906,HAS_EFFECT,EFF_01300,2,train
HER_01960,HAS_EFFECT,EFF_01300,2,test
HER_01961,HAS_EFFECT,EFF_01300,2,test
HER_02067,HAS_EFFECT,EFF_01253,3,train
HER_01882,RELIEVES,SYM_03864,2,valid
HER_01854,RELIEVES,SYM_03864,2,train
HER_01960,RELIEVES,SYM_03864,2,train
PRE_02583,CONTAINS,HER_02167,2,train
PRE_02583,CONTAINS,HER_02048,2,train
PRE_02583,CONTAINS,HER_01856,2,train
PRE_02583,CONTAINS,HER_01892,2,train
PRE_02534,CONTAINS,HER_02167,2,train
PRE_02534,CONTAINS,HER_02048,2,train
PRE_02534,CONTAINS,HER_01856,2,train
PRE_02534,CONTAINS,HER_01892,2,test
PRE_02527,CONTAINS,HER_02006,3,train
PRE_02814,CONTAINS,HER_01896,2,train
PRE_02814,CONTAINS,HER_01902,2,train
PRE_02814,CONTAINS,HER_01871,2,train
PRE_02814,CONTAINS,HER_01858,2,train
PRE_02814,CONTAINS,HER_01915,2,train
PRE_02814,CONTAINS,HER_01973,2,valid
PRE_02814,CONTAINS,HER_01877,2,train
PRE_02814,CONTAINS,HER_01882,2,valid
PRE_02814,CONTAINS,HER_01854,2,train
PRE_02814,CONTAINS,HER_01855,2,test
PRE_02814,CONTAINS,HER_01898,2,train
PRE_02814,CONTAINS,HER_01897,2,train
PRE_02814,CONTAINS,HER_01859,2,train
PRE_02814,CONTAINS,HER_01874,2,train
PRE_02814,CONTAINS,HER_01856,2,train
PRE_02814,CONTAINS,HER_01864,2,train
PRE_02814,CONTAINS,HER_01892,2,train
PRE_02814,CONTAINS,HER_01933,2,train
PRE_02814,CONTAINS,HER_02094,2,train
PRE_02482,CONTAINS,HER_01896,2,valid
PRE_02482,CONTAINS,HER_01902,2,test
PRE_02482,CONTAINS,HER_01973,2,train
PRE_02482,CONTAINS,HER_01933,2,train
PRE_02482,CONTAINS,HER_02094,2,train
HER_01896,HAS_EFFECT,EFF_01330,4,train
HER_01854,HAS_EFFECT,EFF_01330,4,train
HER_01855,HAS_EFFECT,EFF_01330,4,train
HER_01892,HAS_EFFECT,EFF_01274,2,test
HER_01892,HAS_EFFECT,EFF_01330,2,test
HER_01884,HAS_EFFECT,EFF_01330,3,test
HER_01933,HAS_EFFECT,EFF_01330,2,train
PRE_02516,CONTAINS,HER_01896,2,train
PRE_02516,CONTAINS,HER_01858,2,train
PRE_02516,CONTAINS,HER_02115,2,train
PRE_02516,CONTAINS,HER_02091,2,train
PRE_02516,CONTAINS,HER_02027,2,train
PRE_02516,CONTAINS,HER_01882,2,train
PRE_02516,CONTAINS,HER_02045,2,valid
PRE_02516,CONTAINS,HER_02030,2,train
PRE_02516,CONTAINS,HER_02062,2,valid
PRE_02516,CONTAINS,HER_01989,2,train
PRE_02516,CONTAINS,HER_01944,2,train
PRE_02499,CONTAINS,HER_01939,2,train
PRE_02499,CONTAINS,HER_01896,2,train
PRE_02499,CONTAINS,HER_01862,3,train
PRE_02499,CONTAINS,HER_01858,2,train
PRE_02499,CONTAINS,HER_01915,2,train
PRE_02499,CONTAINS,HER_02115,2,train
PRE_02499,CONTAINS,HER_02091,2,train
PRE_02499,CONTAINS,HER_02045,2,train
PRE_02499,CONTAINS,HER_01879,3,train
PRE_02499,CONTAINS,HER_01864,2,train
PRE_02499,CONTAINS,HER_01900,3,train
PRE_02499,CONTAINS,HER_02047,2,train
PRE_02499,CONTAINS,HER_01989,2,train
PRE_02499,CONTAINS,HER_01944,2,train
PRE_02516,TREATS,SYM_03557,2,train
PRE_02516,TREATS,SYM_03449,2,train
PRE_02499,TREATS,SYM_03557,2,train
PRE_02499,TREATS,SYM_03449,3,train
HER_01939,HAS_EFFECT,EFF_01330,2,train
HER_01939,HAS_EFFECT,EFF_01268,2,train
HER_01896,HAS_EFFECT,EFF_01268,2,train
