id,in_degree,out_degree,name,type,degree,strength
CAU_00053,0,2,伤寒,CAU,2,4
SYM_03407,89,0,发热,SYM,89,368
CAU_00064,0,4,脾失健运,CAU,4,8
SYM_04891,1,0,痰浊中阻,SYM,1,2
SYM_03424,20,0,恶寒,SYM,20,81
CAU_00020,0,18,气滞血瘀,CAU,18,46
SYM_03426,82,0,胸闷,SYM,82,292
SYM_03453,19,0,瘀斑,SYM,19,72
SYM_03564,2,0,瘀血,SYM,2,5
CAU_00099,0,5,肝阳上亢,CAU,5,12
SYM_03425,39,0,头晕,SYM,39,155
CAU_00103,0,5,阴血亏虚,CAU,5,11
SYM_03430,37,0,耳鸣,SYM,37,128
CAU_00068,0,9,肝肾阴虚,CAU,9,23
CAU_00025,0,11,气血两虚,CAU,11,25
SYM_03413,46,0,舌淡,SYM,46,266
SYM_03578,6,0,不思饮食,SYM,6,13
CAU_00073,0,12,阴虚内热,CAU,12,29
SYM_03524,7,0,脉细数,SYM,7,23
CAU_00139,0,9,脾虚湿蕴,CAU,9,20
SYM_03496,11,0,大便溏薄,SYM,11,40
SYM_04379,1,0,脓疱稀疏,SYM,1,2
CAU_00150,0,1,湿热内生,CAU,1,2
SYM_03822,3,0,饮食不节,SYM,3,6
CAU_00406,0,1,风湿蕴肤,CAU,1,2
SYM_04341,2,0,皮损呈淡褐色片状,SYM,2,4
CAU_00018,0,9,血虚,CAU,9,21
CAU_00084,0,6,湿热蕴结,CAU,6,13
SYM_03727,5,0,关节痛,SYM,5,10
SYM_03530,6,0,尿黄,SYM,6,19
SYM_04342,1,0,皮损鲜红,SYM,1,2
SYM_03812,1,0,脉沉细,SYM,1,2
SYM_03409,97,0,头痛,SYM,97,351
SYM_03856,2,0,胸胁疼痛,SYM,2,4
CAU_00048,0,12,肝肾不足,CAU,12,30
SYM_03433,27,0,腰膝酸软,SYM,27,134
SYM_04659,1,0,头发焦黄或花白,SYM,1,2
CAU_00254,0,2,寒湿入络,CAU,2,4
SYM_04253,2,0,大便不干,SYM,2,4
CAU_00036,0,20,热毒炽盛,CAU,20,54
SYM_03410,98,0,口渴,SYM,98,425
SYM_03464,23,0,小便短赤,SYM,23,62
SYM_03462,47,0,抽搐,SYM,47,117
SYM_03477,68,0,大便干结,SYM,68,196
SYM_03419,29,0,烦躁,SYM,29,136
SYM_03574,6,0,脉洪,SYM,6,13
SYM_03465,16,0,手足心热,SYM,16,68
SYM_03418,40,0,心烦,SYM,40,180
CAU_00060,0,11,阴虚火旺,CAU,11,28
CAU_00190,0,3,水湿泛滥,CAU,3,6
SYM_03515,6,0,浮肿,SYM,6,20
SYM_04386,1,0,脾肾阳虚,SYM,1,2
CAU_00087,0,7,肝郁气滞,CAU,7,14
SYM_03620,6,0,胸胁胀满,SYM,6,13
SYM_03513,8,0,倦怠乏力,SYM,8,27
CAU_00140,0,6,虚热内生,CAU,6,13
CAU_00076,0,5,肾阴亏虚,CAU,5,11
SYM_05071,1,0,腐肉败脱,SYM,1,2
SYM_04395,2,0,舌胖润,SYM,2,4
SYM_04909,1,0,皮肤水疱,SYM,1,2
SYM_03480,19,0,苔腻,SYM,19,60
SYM_04344,2,0,皮色褐暗,SYM,2,4
CAU_00189,0,2,气阴两伤,CAU,2,4
SYM_03441,22,0,咽干,SYM,22,100
CAU_00102,0,4,迫血妄行,CAU,4,8
CAU_00010,0,95,脉细弱,CAU,95,472
SYM_04394,1,0,舌红苔少,SYM,1,2
CAU_00117,0,8,阳衰,CAU,8,16
SYM_03702,5,0,唇干,SYM,5,11
SYM_03514,8,0,口燥,SYM,8,35
SYM_03446,18,0,泄泻,SYM,18,49
SYM_03411,51,0,腹痛,SYM,51,159
SYM_03438,43,0,盗汗,SYM,43,168
SYM_03431,25,0,自汗,SYM,25,107
CAU_00009,0,41,气虚,CAU,41,114
CAU_00105,0,1,气血虚,CAU,1,2
CAU_00259,0,1,心气不足,CAU,1,2
SYM_03646,6,0,两目干涩,SYM,6,14
SYM_03527,6,0,口燥咽干,SYM,6,19
SYM_03540,5,0,少寐,SYM,5,14
CAU_00118,0,6,五心烦热,CAU,6,14
SYM_04089,2,0,少气,SYM,2,5
SYM_03461,14,0,懒言,SYM,14,56
CAU_00057,0,18,脾气虚,CAU,18,60
SYM_03415,41,0,苔薄白,SYM,41,219
SYM_03429,92,0,腹胀,SYM,92,327
SYM_03448,21,0,食少,SYM,21,76
SYM_04307,1,0,气短懒言,SYM,1,2
CAU_00088,0,1,肾阴不足,CAU,1,2
CAU_00055,0,10,湿热下注,CAU,10,24
CAU_00083,0,1,气血虚弱,CAU,1,2
SYM_03417,43,0,乏力,SYM,43,227
SYM_03538,12,0,面色无华,SYM,12,37
CAU_00069,0,10,肝郁,CAU,10,26
SYM_03902,1,0,情志异常,SYM,1,2
SYM_03450,14,0,易怒,SYM,14,73
CAU_00156,0,2,肝郁化热,CAU,2,4
SYM_03619,5,0,胁胀,SYM,5,10
CAU_00028,0,14,肾虚,CAU,14,43
SYM_03474,12,0,腰酸,SYM,12,43
CAU_00026,0,14,血瘀,CAU,14,40
SYM_03870,1,0,阴道出血,SYM,1,3
SYM_03696,3,0,阴道流血,SYM,3,6
SYM_03460,31,0,面色苍白,SYM,31,88
SYM_03546,6,0,小腹疼痛,SYM,6,16
CAU_00015,0,39,脾虚,CAU,39,113
SYM_03553,13,0,四肢不温,SYM,13,32
SYM_03539,9,0,健忘,SYM,9,23
SYM_03506,5,0,眩晕,SYM,5,12
SYM_03427,26,0,心悸,SYM,26,121
SYM_03508,10,0,多梦,SYM,10,29
CAU_00066,0,7,气血不足,CAU,7,14
SYM_03809,4,0,神疲乏力,SYM,4,8
CAU_00059,0,14,虚火上炎,CAU,14,38
SYM_03451,16,0,少苔,SYM,16,69
SYM_03408,90,0,舌红,SYM,90,425
SYM_03437,26,0,失眠,SYM,26,106
SYM_03939,3,0,颜面潮红,SYM,3,6
SYM_03567,3,0,目眩,SYM,3,6
SYM_03929,3,0,脉弦细,SYM,3,6
CAU_00171,0,1,阴虚阳亢,CAU,1,2
SYM_03421,51,0,咳嗽,SYM,51,149
SYM_03467,12,0,痰多,SYM,12,33
SYM_03930,1,0,脉濡,SYM,1,2
SYM_03550,4,0,苔白腻,SYM,4,10
SYM_03502,4,0,气促,SYM,4,10
SYM_03863,3,0,舌黯红,SYM,3,7
SYM_03486,25,0,呕恶,SYM,25,68
SYM_03420,35,0,口干,SYM,35,150
SYM_03957,2,0,咽燥,SYM,2,4
CAU_00304,0,1,精血亏损,CAU,1,2
SYM_03542,12,0,瘙痒,SYM,12,27
CAU_00016,0,19,风寒,CAU,19,49
SYM_03434,38,0,身热,SYM,38,94
SYM_03793,1,0,头疼,SYM,1,3
SYM_03566,2,0,面黄,SYM,2,4
SYM_04765,2,0,手足萎软,SYM,2,4
SYM_04214,2,0,口流清涎,SYM,2,4
SYM_04412,2,0,语言迟钝,SYM,2,4
SYM_03905,4,0,智力低下,SYM,4,9
SYM_04147,3,0,纳食欠佳,SYM,3,6
SYM_03423,41,0,神疲,SYM,41,204
SYM_03472,10,0,颧红,SYM,10,54
SYM_03466,18,0,面色萎黄,SYM,18,65
SYM_03544,8,0,小便清长,SYM,8,28
SYM_03432,27,0,肢冷,SYM,27,123
SYM_03813,1,0,脉细,SYM,1,2
CAU_00013,0,31,湿热,CAU,31,100
SYM_03463,17,0,苔黄腻,SYM,17,59
SYM_04377,1,0,脉滑数,SYM,1,2
SYM_03534,5,0,水肿,SYM,5,11
SYM_03482,10,0,小便黄赤,SYM,10,40
CAU_00138,0,3,脾虚不运,CAU,3,6
SYM_03565,6,0,神倦,SYM,6,16
SYM_03614,8,0,高热不退,SYM,8,20
SYM_03416,36,0,苔黄,SYM,36,217
SYM_03632,3,0,流涕,SYM,3,7
SYM_03456,10,0,鼻塞,SYM,10,33
CAU_00027,0,17,风热,CAU,17,45
SYM_03412,41,0,舌质红,SYM,41,244
SYM_03862,2,0,舌质红苔黄,SYM,2,5
SYM_03717,2,0,脉弦,SYM,2,6
SYM_03689,2,0,糜烂,SYM,2,4
SYM_03428,38,0,舌质淡,SYM,38,160
SYM_03442,17,0,口苦,SYM,17,72
SYM_03455,21,0,舌淡红,SYM,21,72
CAU_00124,0,8,热盛,CAU,8,18
CAU_00324,0,3,肺经蕴热,CAU,3,6
SYM_03569,4,0,舌质暗红,SYM,4,14
SYM_04244,2,0,喷嚏频频,SYM,2,4
CAU_00071,0,19,脉虚弱,CAU,19,42
SYM_03778,1,0,鼻痒,SYM,1,2
SYM_03449,84,0,便溏,SYM,84,287
CAU_00136,0,1,脾气虚弱,CAU,1,2
CAU_00092,0,6,脾胃虚弱,CAU,6,12
CAU_00213,0,4,脉弱无力,CAU,4,9
CAU_00100,0,4,肾阳不足,CAU,4,13
SYM_03561,2,0,脉数,SYM,2,6
CAU_00062,0,3,肝气郁结,CAU,3,8
SYM_03934,2,0,舌红少苔,SYM,2,4
CAU_00235,0,3,里热,CAU,3,6
SYM_03653,3,0,大便不调,SYM,3,7
SYM_04376,1,0,脉浮数,SYM,1,2
CAU_00143,0,5,风热外袭,CAU,5,10
SYM_03636,2,0,舌红苔黄,SYM,2,4
SYM_03601,4,0,胀痛,SYM,4,8
SYM_04561,2,0,咽喉紧涩阻塞,SYM,2,4
SYM_03954,2,0,呼吸不利,SYM,2,4
SYM_03478,8,0,恶风,SYM,8,37
SYM_04179,2,0,言语不清,SYM,2,4
SYM_04227,2,0,咽喉红肿,SYM,2,4
CAU_00293,0,10,热毒内蕴,CAU,10,20
SYM_03807,2,0,痰浊,SYM,2,4
SYM_03414,39,0,苔白,SYM,39,220
SYM_04279,1,0,开合不利,SYM,1,2
CAU_00148,0,8,气血不行,CAU,8,16
SYM_03772,7,0,苔黄燥,SYM,7,14
SYM_03579,11,0,大便燥结,SYM,11,26
SYM_04964,5,0,红肿热痛,SYM,5,10
CAU_00300,0,8,瘀塞络脉,CAU,8,16
CAU_00294,0,8,热毒蕴结,CAU,8,16
CAU_00261,0,8,心火内扰,CAU,8,16
CAU_00276,0,4,气血壅滞,CAU,4,8
SYM_03439,22,0,苔薄,SYM,22,91
SYM_03475,15,0,面色白,SYM,15,52
CAU_00275,0,4,气血两亏,CAU,4,8
SYM_03673,4,0,视物不清,SYM,4,8
SYM_03476,6,0,口臭,SYM,6,30
SYM_03927,1,0,胞睑,SYM,1,2
SYM_03436,73,0,便秘,SYM,73,218
CAU_00232,0,2,虚火,CAU,2,4
CAU_00205,0,2,肺阴不足,CAU,2,4
SYM_03473,10,0,少津,SYM,10,44
CAU_00198,0,1,肝肾精血不足,CAU,1,2
SYM_04141,2,0,神光衰微,SYM,2,4
SYM_04915,1,0,目涩视昏,SYM,1,2
CAU_00196,0,1,肝肾两亏,CAU,1,2
SYM_03642,4,0,视物昏朦,SYM,4,8
SYM_05053,2,0,脉弱,SYM,2,4
CAU_00388,0,3,血不上荣,CAU,3,6
CAU_00301,0,3,目失濡养,CAU,3,6
CAU_00267,0,6,心营亏虚,CAU,6,12
SYM_03487,11,0,面白,SYM,11,28
SYM_03454,16,0,纳呆,SYM,16,59
CAU_00411,0,1,风痰,CAU,1,2
SYM_05230,1,0,黑睛猝然偏斜,SYM,1,2
SYM_03728,4,0,半身不遂,SYM,4,9
CAU_00086,0,7,肝火,CAU,7,14
SYM_04018,1,0,舌脉,SYM,1,2
CAU_00127,0,2,肝血不足,CAU,2,4
SYM_04916,1,0,目睫无力,SYM,1,2
PRE_02500,0,41,血府逐瘀汤,PRE,41,198
HER_01897,10,30,红花,HER,40,164
HER_01877,19,36,桃仁,HER,55,200
HER_01866,31,51,川芎,HER,82,312
HER_01882,17,24,桔梗,HER,41,124
HER_01859,24,58,柴胡,HER,82,335
HER_01874,26,39,枳壳,HER,65,222
HER_01871,27,51,赤芍,HER,78,321
HER_01856,46,76,当归,HER,122,518
HER_01883,13,21,生地,HER,34,119
EFF_01257,98,0,活血化瘀,EFF,98,544
SYM_03458,69,0,恶心呕吐,SYM,69,219
PRE_02558,0,15,半夏汤,PRE,15,33
HER_02141,1,0,越婢,HER,1,2
PRE_02479,0,50,补中益气汤,PRE,50,194
HER_02052,2,2,麦冬五味子,HER,4,11
HER_01922,7,11,升麻,HER,18,57
HER_02305,1,0,麦味,HER,1,2
PRE_02943,0,2,炼蜜丸,PRE,2,4
HER_01863,22,32,人参,HER,54,169
HER_01854,74,129,甘草,HER,203,856
EFF_01333,6,0,治肝,EFF,6,13
HER_01867,28,48,麦冬,HER,76,251
EFF_01313,2,0,化痰止咳,EFF,2,4
HER_01913,5,19,沙参,HER,24,72
PRE_02505,0,32,生脉散,PRE,32,105
HER_01977,2,7,玉竹,HER,9,24
PRE_02615,0,8,复脉汤,PRE,8,18
HER_02199,1,0,姜桂,HER,1,3
HER_01870,16,24,杏仁,HER,40,113
PRE_02482,0,57,二陈汤,PRE,57,238
HER_01940,8,5,紫苏,HER,13,35
HER_02107,1,0,干葛,HER,1,2
PRE_02504,0,19,桂枝汤,PRE,19,56
PRE_03029,0,2,钟乳补肺汤,PRE,2,4
HER_02180,1,0,糯米,HER,1,2
EFF_01268,29,0,补肺,EFF,29,83
PRE_02611,0,5,千金苇茎汤,PRE,5,10
HER_02101,1,3,鱼腥草,HER,4,10
HER_01881,20,32,石膏,HER,52,163
HER_01858,45,71,黄芩,HER,116,413
HER_01891,13,39,郁金,HER,52,171
EFF_01289,11,0,活血通络,EFF,11,25
EFF_01258,88,0,清热解毒,EFF,88,382
HER_02016,3,3,乳香,HER,6,14
HER_01937,11,15,天花粉,HER,26,71
HER_01865,27,51,连翘,HER,78,304
HER_01861,35,48,黄连,HER,83,296
HER_01933,11,14,蒲公英,HER,25,82
HER_01904,17,39,金银花,HER,56,197
HER_02034,2,3,没药,HER,5,14
HER_01878,22,33,知母,HER,55,193
HER_02244,0,1,合欢树皮,HER,1,2
EFF_01402,4,0,收敛疮口,EFF,4,8
HER_02268,0,1,槿树皮,HER,1,2
HER_02105,0,4,合欢,HER,4,9
HER_02248,0,1,夜合,HER,1,2
EFF_01286,19,0,养阴生津,EFF,19,57
EFF_01284,25,0,行气止痛,EFF,25,61
HER_01951,7,17,太子参,HER,24,67
HER_01886,15,47,丹参,HER,62,213
EFF_01295,13,0,化瘀止血,EFF,13,29
HER_02031,3,9,三七粉,HER,12,37
HER_01860,32,57,白芍,HER,89,323
HER_01869,33,59,大黄,HER,92,322
HER_02042,2,1,秦艽,HER,3,6
HER_01911,11,36,生地黄,HER,47,160
SYM_04402,4,0,色暗有块,SYM,4,8
HER_01948,5,13,地骨皮,HER,18,51
PRE_02495,0,19,四君子汤,PRE,19,59
HER_02041,3,7,炙黄芪,HER,10,22
HER_01857,39,69,白术,HER,108,506
HER_01855,76,119,茯苓,HER,195,905
HER_01903,10,27,五味子,HER,37,106
HER_02047,3,10,浮小麦,HER,13,28
PRE_02567,0,7,人参养荣汤,PRE,7,14
HER_01907,13,29,熟地黄,HER,42,147
HER_02068,2,9,龟甲,HER,11,24
